0,0
0.049087385,526
0.09817477,542
0.147262156,558
0.196349541,574
0.245436926,590
0.294524311,606
0.343611696,622
0.392699082,638
0.441786467,654
0.490873852,670
0.539961237,686
0.589048623,702
0.638136008,718
0.687223393,734
0.736310778,750
0.785398163,766
0.834485549,782
0.883572934,798
0.932660319,814
0.981747704,830
1.030835089,846
1.079922475,862
1.12900986,878
1.178097245,894
1.22718463,910
1.276272016,926
1.325359401,942
1.374446786,958
1.423534171,974
1.472621556,990
1.521708942,1006
1.570796327,1022
1.619883712,1006
1.668971097,990
1.718058482,974
1.767145868,958
1.816233253,942
1.865320638,926
1.914408023,910
1.963495408,894
2.012582794,878
2.061670179,862
2.110757564,846
2.159844949,830
2.208932335,814
2.25801972,798
2.307107105,782
2.35619449,766
2.405281875,750
2.454369261,734
2.503456646,718
2.552544031,702
2.601631416,686
2.650718801,670
2.699806187,654
2.748893572,638
2.797980957,622
2.847068342,606
2.896155728,590
2.945243113,574
2.994330498,558
3.043417883,542
3.092505268,526
3.141592654,511
3.190680039,495
3.239767424,479
3.288854809,463
3.337942194,447
3.38702958,431
3.436116965,415
3.48520435,399
3.534291735,383
3.583379121,367
3.632466506,351
3.681553891,335
3.730641276,319
3.779728661,303
3.828816047,287
3.877903432,271
3.926990817,255
3.976078202,239
4.025165587,223
4.074252973,207
4.123340358,191
4.172427743,175
4.221515128,159
4.270602513,143
4.319689899,127
4.368777284,111
4.417864669,95
4.466952054,79
4.51603944,63
4.565126825,47
4.61421421,31
4.663301595,15
4.71238898,-1
4.761476366,15
4.810563751,31
4.859651136,47
4.908738521,63
4.957825906,79
5.006913292,95
5.056000677,111
5.105088062,127
5.154175447,143
5.203262833,159
5.252350218,175
5.301437603,191
5.350524988,207
5.399612373,223
5.448699759,239
5.497787144,255
5.546874529,271
5.595961914,287
5.645049299,303
5.694136685,319
5.74322407,335
5.792311455,351
5.84139884,367
5.890486225,383
5.939573611,399
5.988660996,415
6.037748381,431
6.086835766,447
6.135923152,463
6.185010537,479
6.234097922,495
